VALID	0.0.0	true
VALID	0.0.1	true
VALID	0.1.0	true
VALID	0.1.2	true
VALID	1.0.0	true
VALID	1.0.1	true
VALID	1.2.3	true
VALID	1.2.4	true
VALID	1.3.0	true
VALID	1.9.9	true
VALID	2.0.0	true
VALID	2.0.1	true
VALID	2.1.0	true
VALID	10.0.0	true
VALID	1.0.0-alpha	true
VALID	1.0.0-alpha.1	true
VALID	1.0.0-alpha.beta	true
VALID	1.0.0-beta	true
VALID	1.0.0-beta.2	true
VALID	1.0.0-beta.11	true
VALID	1.0.0-rc.1	true
VALID	1.0.0-0	true
VALID	1.0.0-1	true
VALID	1.0.0-1.0	true
VALID	1.2.3-alpha.7	true
VALID	1.2.4-rc.0	true
VALID	2.0.0-rc.1	true
VALID	1.0.0+build	true
VALID	1.0.0+build.2	true
VALID	1.0.0-a+b	true
VALID	0.0.0-0	true
VALID	3.0.0-next.0	true
VALID	1.2.3-0.3.7	true
VALID	1.2.3-x.7.z.92	true
VALID	8.0.2	true
VALID	1.1.0	true
VALID	2.2.2	true
VALID	7.5.4	true
VALID	8.3.4	true
VALID	3.1.1	true
VALID	5.0.8	true
VALID	3.0.6	true
VALID	7.1.1	true
VALID	3.0.0	true
VALID	5.2.0	true
VALID	7.0.2	true
VALID	3.1.0	true
VALID	8.1.0	true
VALID	0.11.0	true
VALID	2.3.2	true
VALID	0.3.2	true
VALID	2.3.4	true
VALID	1.2.1	true
VALID	5.0.1	true
VALID	6.2.1	true
VALID	1.0.2	true
VALID	4.0.4	true
VALID	2.3.0	true
VALID	18.0.3	true
VALID	5.3.0	true
VALID	4.0.0	true
VALID	4.1.1	true
VALID	2.2.0	true
VALID	6.0.3	true
VALID	1.1.4	true
VALID	7.0.3	true
VALID	4.3.5	true
VALID	0.2.0	true
VALID	8.0.0	true
VALID	0.1.13	true
VALID	2.2.1	true
VALID	2.0.3	true
VALID	1.0.16	true
VALID	3.2.1	true
VALID	3.0.3	true
VALID	10.4.2	true
VALID	4.2.11	true
VALID	7.0.5	true
VALID	0.6.3	true
VALID	6.0.5	true
VALID	0.1.4	true
VALID	4.1.3	true
VALID	9.0.5	true
VALID	5.0.0	true
VALID	5.1.0	true
VALID	3.4.0	true
VALID	3.0.2	true
VALID	1.3.1	true
VALID	6.0.2	true
VALID	5.5.0	true
VALID	8.0.6	true
